doi,title
10.1016/j.cam.2020.112758,Efficient computation of phi-functions in exponential integrators
10.1155/2020/3231864,Elite Immune Ant Colony Optimization-Based Task Allocation for Maximizing Task Execution Efficiency in Agricultural Wireless Sensor Networks
10.1016/j.matcom.2020.01.005,Novel design of Morlet wavelet neural network for solving second order Lane-Emden equation
10.1016/j.ins.2020.01.047,A Dynamic Event-Triggered Resilient Control Approach to Cyber-Physical Systems Under Asynchronous DoS Attacks
10.1016/j.comcom.2020.01.035,Adaptive service function chaining mappings in 5G using deep Q-learning
10.1016/j.compchemeng.2020.106763,Industrial text analytics for reliability with derivative-free optimization
10.1016/j.tele.2020.101364,How vloggers embrace their viewers: Focusing on the roles of para-social interactions and flow experience
10.1016/j.automatica.2020.108842,Distributed filtering for uncertain systems under switching sensor networks and quantized communications
10.1016/j.comnet.2020.107126,QoS Aware Distributed Dynamic Channel Allocation for V2V Communication in TVWS spectrum
10.1109/ICMLA.2019.00265,"CSNNs: Unsupervised, Backpropagation-free Convolutional Neural Networks for Representation Learning."
10.1016/j.cam.2020.112742,A constrained multi-period robust portfolio model with behavioral factors and an interval semi-absolute deviation
10.1155/2020/6290375,Slicing Resource Allocation for eMBB and URLLC in 5G RAN
10.1016/j.infsof.2020.106269,Incorporating fault-proneness estimations into coverage-based test case prioritization methods
10.1016/j.comnet.2020.107125,SDN-enabled Deployment and Path Planning of Aerial Base Stations
10.1016/j.compedu.2020.103818,The effect of using kahoot! for learning – A literature review
10.1007/s00607-020-00792-y,Recommendations from cold starts in big data
10.1016/j.giq.2019.101441,Social media adoption in the police: Barriers and strategies
10.1016/j.comcom.2020.01.043,Learning paradigms for communication and computing technologies in IoT systems
10.1007/s11235-019-00644-x,Radio resource management for vehicular communication via cellular device to device links: review and challenges
10.1080/00207721.2020.1717016,Model reduction for discrete-time periodic systems with dissipativity
10.1016/j.aei.2020.101038,An improved iterative stochastic multi-objective acceptability analysis method for robust alternative selection in new product development
10.1016/j.jnca.2020.102535,Large-volume data dissemination for cellular-assisted automated driving with edge intelligence
10.1016/j.ijinfomgt.2020.102093,Value co-destruction: Exploring the role of actors’ opportunism in the B2B context
10.3390/info11020078,A Framework for Word Embedding Based Automatic Text Summarization and Evaluation
10.1016/j.automatica.2020.108831,A method of reactive control for 3D navigation of a nonholonomic robot in tunnel-like environments
10.1016/j.comcom.2020.01.062,An adaptive cache management approach in ICN with pre-filter queues
10.1080/0951192X.2020.1718766,Systematic development of an interface for automatic generation of STEP-NC (AP238) code for milled features
10.1155/2020/8416823,Privacy Preserving for Multiple Sensitive Attributes against Fingerprint Correlation Attack Satisfying c-Diversity
10.1016/j.amc.2020.125063,Co-evolution of influence-based preferential selection and limited resource with multi-games on interdependent networks
10.1016/j.tcs.2020.01.026,Hitting minors on bounded treewidth graphs. II. Single-exponential algorithms
10.1016/j.jnca.2020.102552,QCM2R: A QoS-aware cross-layered multichannel multisink routing protocol for stream based wireless sensor networks
10.1016/j.iot.2020.100167,Scalable and Robust Outlier Detector using Hierarchical Clustering and Long Short-Term Memory (LSTM) Neural Network for the Internet of Things
10.1016/j.tcs.2020.01.028,Dualization in lattices given by implicational bases
10.1016/j.comcom.2020.01.057,"Device-to-device content caching techniques in 5G: A taxonomy, solutions, and challenges"
10.1016/j.jbi.2020.103381,Combinatorial feature embedding based on CNN and LSTM for biomedical named entity recognition
10.1016/j.ins.2020.01.052,A two-step communication opinion dynamics model with self-persistence and influence index for social networks based on the DeGroot model
10.1016/j.ins.2019.12.034,"Scheduling Periodic and Aperiodic Tasks with Time, Energy Harvesting and Precedence Constraints on Multi-core Systems"
10.1007/s10915-020-01136-w,Nonoverlapping Localized Exponential Time Differencing Methods for Diffusion Problems
10.1007/s11432-019-9936-y,Joint utility optimization for wireless sensor networks with energy harvesting and cooperation
10.1016/j.comcom.2020.01.052,Multi-node topology location model of smart city based on Internet of Things
10.1007/s11554-020-00944-5,An FPGA-based design for real-time super-resolution reconstruction
10.1016/j.patcog.2020.107255,A Novel Image-dehazing Network with a Parallel Attention Block
10.1016/j.aei.2020.101037,A smart surface inspection system using faster R-CNN in cloud-edge computing environment
10.1016/j.future.2020.01.050,DRIVEN: A framework for efficient Data Retrieval and clustering in Vehicular Networks
10.1016/j.compeleceng.2020.106558,Adaptive cache pre-forwarding policy for distributed deep learning
10.1016/j.bspc.2019.101834,EMG-driven hand model based on the classification of individual finger movements
10.1007/s11192-020-03361-4,Exploring linguistic characteristics of highly browsed and downloaded academic articles
10.1016/j.csl.2020.101072,Sequential Neural Networks for Noetic End-to-End Response Selection
10.1155/2020/4164692,Modality-Dependent Cross-Modal Retrieval Based on Graph Regularization
10.1080/00207721.2020.1716101,Data-driven fault identifiability analysis for discrete-time dynamic systems
10.1016/j.ins.2020.01.048,An Adaptive Bayesian Approach to Surrogate-Assisted Evolutionary Multi-objective Optimization
10.1007/s10878-020-00528-w,Contrast in greyscales of graphs
10.1007/s11704-019-7200-y,Adaptive sparse and dense hybrid representation with nonconvex optimization
10.1016/j.comcom.2020.01.042,Fog assisted task allocation and secure deduplication using 2FBO2 and MoWo in cluster-based industrial IoT (IIoT)
10.1007/s11227-020-03149-6,Learning shared subspace regularization with linear discriminant analysis for multi-label action recognition
10.1016/j.iot.2020.100166,Energy-Efficient IoT-Health Monitoring System using Approximate Computing
10.1016/j.future.2020.01.029,New group user based privacy preserving cloud auditing protocol
10.1016/j.comcom.2020.01.069,Energy efficient routing algorithm in wireless body area networks for smart wearable patches
10.1016/j.jpdc.2019.12.018,A general purpose contention manager for software transactions on the GPU
10.1016/j.cageo.2020.104420,An interactive web-based geovisual analytics platform for co-clustering spatio-temporal data
10.1155/2020/7403128,Arabic Sentiment Analysis: A Systematic Literature Review
10.1016/j.cie.2020.106323,Contract preference for the dominant supplier subject to inventory inaccuracy
10.1016/j.patcog.2020.107256,Semantic-Aware Scene Recognition
10.1016/j.ins.2020.01.044,A Novel Hybrid Deep Recommendation System to Differentiate User’s Preference and Item’s Attractiveness
10.1007/s10623-019-00691-0,A class of narrow-sense BCH codes over $mathbb {F}_q$ of length $frac{q^m-1}{2}$.
10.1016/j.compeleceng.2020.106560,Anycast routing in time-expanded vehicular networks
10.1016/j.comcom.2020.01.060,Software defined solutions for sensors in 6G/IoE
10.1007/s11390-020-9536-z,CirroData: Yet Another SQL-on-Hadoop Data Analytics Engine with High Performance
10.1016/j.comnet.2020.107133,ACK Spoofing on MAC-layer Rate Control: Attacks and Defenses
10.1016/j.ins.2020.01.051,Blockchain-based fair payment smart contract for public cloud storage auditing
10.1007/s10878-020-00530-2,Fractional matching preclusion number of graphs and the perfect matching polytope
10.1016/j.neuroimage.2020.116621,TbCAPs: A ToolBox for Co-Activation pattern analysis
10.1016/j.jsis.2020.101595,Worker stress in the age of mobile technology: The combined effects of perceived interruption overload and worker control
10.1016/j.ins.2020.02.005,"Adaptive finite-time neural control of non-strict feedback systems subject to output constraint, unknown control direction, and input nonlinearities"
10.1016/j.tcs.2020.02.001,Leakage-resilient biometric-based remote user authentication with fuzzy extractors
10.1016/j.comnet.2020.107134,Spatio-temporal correlations for damages identification and localization in water pipeline systems based on WSNs
10.1016/j.aei.2020.101042,How sustainable is smart PSS? An integrated evaluation approach based on rough BWM and TODIM
10.1007/s11280-020-00784-0,SGPM: a privacy protected approach of time-constrained graph pattern matching in cloud
10.1016/j.aei.2020.101039,Healthcare service configuration based on project scheduling
10.1016/j.compind.2020.103199,BPRIM: An integrated framework for business process management and risk management
10.3390/s20030933,Enhancing Security on Touch-Screen Sensors with Augmented Handwritten Signatures
10.1016/j.compedu.2020.103841,Collaborating with ‘familiar’ strangers in mobile-assisted environments: The effect of socializing activities on learning EFL writing
10.3390/s20030929,On-Line Visual Tracking with Occlusion Handling
10.3390/s20030911,Applying Deep Learning to Continuous Bridge Deflection Detected by Fiber Optic Gyroscope for Damage Detection
10.1080/00207721.2020.1716105,A practical finite-time back-stepping sliding-mode formation controller design for stochastic nonlinear multi-agent systems with time-varying weighted topology
10.1016/j.neuroimage.2020.116605,Correlation tensor magnetic resonance imaging
10.1016/j.bspc.2020.101874,A high-precision arrhythmia classification method based on dual fully connected neural network
10.1016/j.scico.2020.102414,Beyond connected cars: A systems of systems perspective
10.1016/j.sysarc.2020.101708,Packet priority assignment for wireless control systems of multiple physical systems
10.1016/j.patcog.2020.107253,Sparse filtered SIRT for electron tomography
10.1016/j.comnet.2020.107144,A worker-selection incentive mechanism for optimizing platform-centric mobile crowdsourcing systems
10.1016/j.jpdc.2019.07.008,Distributed Bayesian optimization of deep reinforcement learning algorithms
10.1016/j.jbi.2020.103384,A neural network-based joint learning approach for biomedical entity and relation extraction from biomedical literature
10.1007/s00453-019-00636-y,Stable Matchings with Covering Constraints: A Complete Computational Trichotomy
10.1016/j.csl.2020.101074,Noetic end-to-end response selection with supervised neural network based classifiers and unsupervised similarity models
10.1016/j.jag.2020.102061,Accuracy assessment on the number of flux terms needed to estimate in situ fAPAR
10.1016/j.jnca.2020.102565,The path planning scheme for joint charging and data collection in WRSNs: A multi-objective optimization method
10.1007/s10664-019-09781-y,How bugs are born: a model to identify how bugs are introduced in software components
10.3390/s20030844,Bio-Inspired Approaches to Safety and Security in IoT-Enabled Cyber-Physical Systems
10.1016/j.amc.2020.125062,Finite-time stabilization of input-delay switched systems
10.1080/00207721.2020.1723731,Emergency alternative evaluation under group decision makers: a new method based on entropy weight and DEMATEL
10.1016/j.patcog.2020.107252,Smooth Robust Tensor Principal Component Analysis for Compressed Sensing of Dynamic MRI
10.3390/s20030897,Networking-Aware IoT Application Development
10.1016/j.scico.2020.102415,Prioritizing versions for performance regression testing: The Pharo case
10.1016/j.comcom.2020.01.072,A bidirectional congestion control transport protocol for the internet of drones
10.1016/j.jnca.2020.102563,A comprehensive survey of interface protocols for software defined networks
10.1016/j.adhoc.2020.102093,Optimizing communication and computational costs based on the edge participation probability and the evolved variational message passing algorithm in wireless sensor networks
10.3390/s20030910,Special Issue on Visual Sensors
10.3390/s20030870,Real-Time Facial Affective Computing on Mobile Devices
10.1016/j.aml.2020.106273,Two novel classes of linear high-order structure-preserving schemes for the generalized nonlinear Schrödinger equation
10.3390/s20030875,A Vision-Based Odometer for Localization of Omnidirectional Indoor Robots
10.1016/j.patcog.2019.107169,Blind Single Image Super-resolution with a Mixture of Deep Networks
10.1016/j.ins.2020.02.002,Clustering method for production of Z-number based if-then rules
10.1016/j.ins.2020.02.006,Summarization and Visualization of Multi-Level and Multi-Dimensional Itemsets
10.1016/j.amc.2020.125059,Deriving priorities from pairwise comparison matrices with a novel consistency index
10.1145/3365672,A New Smooth Approximation to the Zero One Loss with a Probabilistic Interpretation
10.3390/s20030920,Aircraft Engine Prognostics Based on Informative Sensor Selection and Adaptive Degradation Modeling with Functional Principal Component Analysis
10.1016/j.ins.2020.02.004,An Efficient and Compact 3D Local Descriptor Based on the Weighted Height Image
10.3390/ijgi9020099,Intelligent High-Resolution Geological Mapping Based on SLIC-CNN
10.1016/j.ins.2020.02.001,Heuristic creation of deep rule ensemble through iterative expansion of feature space
10.1016/j.compedu.2020.103836,Teaching and learning with children: Impact of reciprocal peer learning with a social robot on children’s learning and emotive engagement
10.1016/j.amc.2020.125045,Error estimates of a spectral Petrov–Galerkin method for two-sided fractional reaction–diffusion equations
10.1016/j.iot.2020.100174,A Comprehensive Survey of Prominent Cryptographic Aspects for Securing Communication in Post-Quantum IoT Networks
10.3390/s20030904,Multi-Channel Neural Recording Implants: A Review
10.1016/j.bspc.2020.101867,Automated emotion recognition based on higher order statistics and deep learning algorithm
10.1016/j.comnet.2020.107135,5G networks: Types of isolation and their parameters in RAN and CN slices
10.1016/j.adhoc.2020.102082,A distributed coverage hole recovery approach based on reinforcement learning for Wireless Sensor Networks
10.1007/s11334-020-00358-3,Exploiting local persistency for reduced state-space generation
10.1007/s42979-020-0064-2,A Statistically Efficient and Scalable Method for Exploratory Analysis of High-Dimensional Data
10.1016/j.sysconle.2020.104626,Intermittent stochastic stabilization based on discrete-time observation with time delay
10.1016/j.ins.2020.02.013,Balancing composite motion optimization
10.3390/s20030839,Two-Stream Attention Network for Pain Recognition from Video Sequences
10.1016/j.ins.2020.02.007,A New Secret Handshake Scheme with Multi-Symptom Intersection for Mobile Healthcare Social Networks
10.1080/00207721.2019.1673848,Fault detection filter design for a class of discrete-time impulsive switched systems with quantised signals
10.1016/j.imavis.2020.103890,Local-Adaptive and Outlier-Tolerant Image Alignment Using RBF Approximation
10.3390/s20030928,Hy-Bridge: A Hybrid Blockchain for Privacy-Preserving and Trustful Energy Transactions in Internet-of-Things Platforms
10.1016/j.ffa.2020.101641,A link between two classes of permutation polynomials
10.1016/j.neuroimage.2020.116608,Test-retest reliability and sample size estimates after MRI scanner relocation
10.1016/j.adhoc.2020.102092,An Asynchronous Distributed Algorithm for Minimum s−t Cut Detection in Wireless Multi-hop Networks
10.3390/s20030848,Variable-Structure Near-Space Vehicles with Time-Varying State Constraints Attitude Control Based on Switched Nonlinear System
10.1155/2020/7490840,An Improved Deep Residual Network-Based Semantic Simultaneous Localization and Mapping Method for Monocular Vision Robot
10.1007/s00138-020-01057-6,Cross-spectral registration of natural images with SIPCFE
10.1016/j.cam.2020.112772,Inertial proximal strictly contractive Peaceman–Rachford splitting method with an indefinite term for convex optimization
10.1109/ACCESS.2020.2969454,Traceability in Permissioned Blockchain
10.1007/s42979-020-0070-4,Literature Review on Transfer Learning for Human Activity Recognition Using Mobile and Wearable Devices with Environmental Technology
10.1016/j.ffa.2020.101646,Constructing new differentially 4-uniform permutations from known ones
10.4230/LIPIcs.ITCS.2020.28,Monotone probability distributions over the Boolean cube can be learned with sublinear samples
10.1007/978-3-030-40605-9_27,Localization of Map Changes by Exploiting SLAM Residuals
10.1016/j.amc.2020.125074,Fully distributed hybrid adaptive learning consensus protocols for a class of non-linearly parameterized multi-agent systems
10.1155/2020/4036560,Group Guided Fused Laplacian Sparse Group Lasso for Modeling Alzheimer’s Disease Progression
10.3390/s20030881,Optimal Energy Consumption Tasks Scheduling Strategy for Multi-Radio WSNs
10.1016/j.automatica.2020.108833,The controllability Gramian of lattice graphs
10.3390/s20030820,Routing Protocol for Heterogeneous Wireless Sensor Networks Based on a Modified Grey Wolf Optimizer
10.1007/s00422-020-00818-w,Cortical stimulation in aphasia following ischemic stroke: toward model-guided electrical neuromodulation
10.1016/j.cosrev.2019.100221,Relational intelligence recognition in online social networks — A survey
10.1016/j.cviu.2020.102929,Multi-exposure photomontage with hand-held cameras
10.3390/s20030825,Zero-Shot Human Activity Recognition Using Non-Visual Sensors
10.3390/s20030832,Accuracy of Trajectory Tracking Based on Nonlinear Guidance Logic for Hydrographic Unmanned Surface Vessels
10.1016/j.comnet.2020.107137,Deep brain drug-delivery control using vagus nerve communications
10.1016/j.comcom.2020.01.071,Multipath congestion control with network assistance
10.1007/s00138-020-01058-5,Transfer learning privileged information fuels CAD diagnosis of breast cancer
10.1016/j.compind.2020.103198,Reducing human effort in engineering drawing validation
10.1016/j.tele.2020.101366,Traces of mobility: Examining location disclosure on social networks with mobile location tagging
10.1016/j.compedu.2020.103832,Computational thinking through unplugged activities in early years of Primary Education
10.1145/3373360.3380831,Automatic Inference of High-Level Network Intents by Mining Forwarding Patterns
10.1016/j.cam.2020.112783,Generalized Multiscale Finite Element Method for the poroelasticity problem in multicontinuum media
10.1016/j.compedu.2020.103834,Evaluation of a digital game-based reading training for German children with reading disorder
10.1016/j.ijinfomgt.2020.102090,Using the security triad to assess blockchain technology in public sector applications
10.3390/s20030878,Cumulant-Based DOA Estimation of Noncircular Signals against Unknown Mutual Coupling
10.1016/j.jnca.2020.102549,An Adaptive Security Data Collection and Composition Recognition method for security measurement over LTE/LTE-A networks
10.1016/j.infsof.2020.106275,A survey on the practical use of UML for different software architecture viewpoints
10.3390/e22020175,A Blockchain-Based Secure Image Encryption Scheme for the Industrial Internet of Things
10.1016/j.tele.2020.101365,"Assessing Political Second Screening Behavior and Personality Traits: The Roles of Economic Development, Freedom of Expression and Monochromatic vs. Polychromatic Cultures"
10.1016/j.ins.2020.02.010,Enabling Cloud Storage Auditing with Key-Exposure Resilience under Continual Key-Leakage
10.1016/j.patcog.2020.107204,Image decomposition based matrix regression with applications to robust face recognition
10.1016/j.ins.2020.02.018,Towards Explainable Personalized Recommendations by Learning from Users’ Photos
10.1016/j.cageo.2020.104430,A novel cellular automata model integrated with deep learning for dynamic spatio-temporal land use change simulation
10.1155/2020/2454875,Using Artificial Intelligence Techniques to Improve the Prediction of Copper Recovery by Leaching
10.3390/s20030907,Honeycomb Map: A Bioinspired Topological Map for Indoor Search and Rescue Unmanned Aerial Vehicles.
10.1016/j.aei.2020.101044,IoT edge computing-enabled collaborative tracking system for manufacturing resources in industrial park
10.1016/j.amc.2020.125038,Event-triggered control for linear continuous switched singular systems
10.1016/j.ins.2020.02.011,Dynamic imbalanced business credit evaluation based on Learn++ with sliding time window and weight sampling and FCM with multiple kernels
10.3390/s20030909,Noise Resilient Outdoor Traffic Light Visible Light Communications System Based on Logarithmic Transimpedance Circuit: Experimental Demonstration of a 50 m Reliable Link in Direct Sun Exposure
10.3390/s20030891,A Hybrid Speller Design Using Eye Tracking and SSVEP Brain–Computer Interface
10.1016/j.jbi.2020.103383,Internet of things in medicine: A systematic mapping study
10.1016/j.neuroimage.2020.116599,Nonlinear interaction decomposition (NID): A method for separation of cross-frequency coupled sources in human brain
10.1109/JSTSP.2019.2957952,Video Coding Optimization for Virtual Reality 360-Degree Source
10.1155/2020/1375426,STEIM: A Spatiotemporal Event Interaction Model in V2X Systems Based on a Time Period and a Raster Map
10.3390/e22020179,From Boltzmann to Zipf through Shannon and Jaynes
10.1007/s11128-020-2593-y,Two-party quantum key agreement against collective noisy channel
10.1080/19393555.2020.1717019,A review on statistical approaches for anomaly detection in DDoS attacks
10.1016/j.neuroimage.2020.116603,Scale-resolved analysis of brain functional connectivity networks with spectral entropy
10.3390/s20030866,The Design of CNN Architectures for Optimal Six Basic Emotion Classification Using Multiple Physiological Signals.
10.1016/j.compedu.2020.103833,Formative assessment with interactive whiteboards: A one-year longitudinal study of primary students’ mathematical performance
10.1016/j.compind.2020.103189,Smart manufacturing and DVSM based on an Ontological approach
10.3390/s20030913,Hesitant Fuzzy Entropy-Based Opportunistic Clustering and Data Fusion Algorithm for Heterogeneous Wireless Sensor Networks.
10.1016/j.giq.2020.101458,Studying Transformational Government: A review of the existing methodological approaches and future outlook
10.1016/j.jbi.2020.103382,Multiple features for clinical relation extraction: A machine learning approach
10.1155/2020/9049284,Analysis and Design of Systematic Rateless Codes in FH/BFSK System with Interference
10.1016/j.cad.2020.102825,Topology optimization with accessibility constraint for multi-axis machining
10.3390/s20030895,Secrecy Outage Probability of a NOMA Scheme and Impact Imperfect Channel State Information in Underlay Cooperative Cognitive Networks
10.1007/s10915-020-01147-7,Superconvergent Functional Estimates from Tensor-Product Generalized Summation-by-Parts Discretizations in Curvilinear Coordinates
10.1007/s10898-019-00859-x,Global minimum variance portfolios under uncertainty: a robust optimization approach
10.3390/s20030930,FDD Channel Estimation Via Covariance Estimation in Wideband Massive MIMO Systems
10.1080/0951192X.2020.1718765,Advancing manufacturing systems with big-data analytics: A conceptual framework
10.1016/j.amc.2020.125080,Stability analysis of neutral stochastic differential delay equations driven by Lévy noises
10.1016/j.ins.2020.02.008,A novel one-dimensional sine powered chaotic map and its application in a new image encryption scheme
10.1016/j.ijmedinf.2020.104096,Systematic review of using medical informatics in lung transplantation studies.
10.3390/s20030838,How Laboratory Experiments Can Be Exploited for Monitoring Stress in the Wild: A Bridge Between Laboratory and Daily Life
10.3390/s20030949,Person Re-Identification Using Deep Modeling of Temporally Correlated Inertial Motion Patterns
10.3390/ijgi9020095,Geospatial Data Management Research: Progress and Future Directions
10.3390/s20030842,Enhanced Passive GNSS-Based Radar Imaging Based on Coherent Integrated Multi-Satellite Signals
10.1016/j.cam.2020.112770,Second order linear differential equations with analytic uncertainties: stochastic analysis via the computation of the probability density function
10.1016/j.comcom.2020.01.068,Energy-efficient resource allocation in wireless powered CCRNs with simultaneous wireless information and power transfer
10.1016/j.comnet.2020.107143,A multi-service differentiation traffic management strategy in SDN cloud data center
10.3390/s20040997,"Use of Smartphones for Ensuring Vulnerable Road User Safety through Path Prediction and Early Warning: An In-Depth Review of Capabilities, Limitations and Their Applications in Cooperative Intelligent Transport Systems"
10.3390/s20030828,"5G support for Industrial IoT Applications— Challenges, Solutions, and Research gaps"
10.3390/s20030882,Secure Authentication and Credential Establishment in Narrowband IoT and 5G
10.1016/j.neuroimage.2020.116606,"Quasi-diffusion magnetic resonance imaging (QDI): A fast, high b-value diffusion imaging technique"
10.1016/j.compchemeng.2020.106760,"Model compendium, data, and optimization benchmarks for sector-coupled energy systems"
10.3390/s20030824,A Model-Driven Method for Pylon Reconstruction from Oblique UAV Images
10.3390/s20030827,A Novel Unitary ESPRIT Algorithm for Monostatic FDA-MIMO Radar
10.1016/j.imavis.2020.103887,EML-NET:An Expandable Multi-Layer NETwork for Saliency Prediction
10.3390/ijgi9020097,Research on Generating an Indoor Landmark Salience Model for Self-Location and Spatial Orientation from Eye-Tracking Data
10.3390/s20030932,Robust Visual Ship Tracking with an Ensemble Framework via Multi-View Learning and Wavelet Filter
10.3390/e22020195,Negation of Pythagorean Fuzzy Number Based on a New Uncertainty Measure Applied in a Service Supplier Selection System
10.1016/j.sysconle.2020.104645,Stabilisation by delay feedback control for highly nonlinear neutral stochastic differential equations
10.1016/j.comnet.2020.107145,CAPTAIN: A Data Collection algorithm for underwater optical-Acoustic sensor networks
10.1109/ICSC.2020.00025,Continuous Melody Generation via Disentangled Short-Term Representations and Structural Conditions.
10.1016/j.cviu.2020.102916,Deep code operation network for multi-label image retrieval
10.1007/s11548-019-02115-9,Contour-aware multi-label chest X-ray organ segmentation
10.3390/fi12020026,A Novel Low-Complexity Fault Diagnosis Algorithm for Energy Internet in Smart Cities
10.1007/s10915-020-01146-8,The Flux Reconstruction Method with Lax–Wendroff Type Temporal Discretization for Hyperbolic Conservation Laws
10.3390/s20030899,High Definition 3D Map Creation Using GNSS/IMU/LiDAR Sensor Integration to Support Autonomous Vehicle Navigation
10.1016/j.patcog.2020.107260,Multi-camera multi-player tracking with deep player identification in sports video
10.1016/j.patcog.2020.107234,DeepCT: A novel deep complex-valued network with learnable transform for video saliency prediction
10.1016/j.ins.2020.02.003,Flexible spatial location-based PVO predictor for high-fidelity reversible data hiding
10.1016/j.jsis.2020.101596,Information Technology and organizational innovation: Harmonious information technology affordance and courage-based actualization
10.1016/j.ins.2020.02.015,A neighborhood rough set model with nominal metric embedding
10.1016/j.patcog.2020.107262,Radial-Based Undersampling for imbalanced data classification
10.1109/TNNLS.2019.2904952,Term Selection for a Class of Separable Nonlinear Models
10.1155/2020/6854260,Edge Prior Multilayer Segmentation Network Based on Bayesian Framework
10.1016/j.jsis.2020.101594,IOS drivers of manufacturer-supplier flexibility and manufacturer agility
10.1016/j.ins.2020.02.025,Genie+OWA: Robustifying Hierarchical Clustering with OWA-based Linkages
10.1016/j.compchemeng.2020.106780,Real-time leak detection using an infrared camera and Faster R-CNN technique
10.3390/s20040975,Improved ORB Algorithm Using Three-Patch Method and Local Gray Difference
10.1007/978-3-030-40186-3_3,My Gadget Just Cares for Me - How NINA Can Prove Security Against Combined Attacks
10.1007/s10479-019-03492-9,"Preface: International conference on game theory and optimization, June 6–10, 2016, Indian Institute of Technology Madras, Chennai, India"
10.1016/j.jnca.2020.102577,Bot recognition in a Web store: An approach based on unsupervised learning
10.1016/j.compedu.2020.103850,Explaining Chinese university students’ continuance learning intention in the MOOC setting: A modified expectation confirmation model perspective
10.22152/programming-journal.org/2020/4/5,"Sub-method, partial behavioral reflection with Reflectivity: Looking back on 10 years of use"
10.3390/s20041016,A Threshold-Based Max-log-MPA Low Complexity Multiuser Detection Algorithm
10.1155/2020/5487168,Logarithmic Fuzzy Entropy Function for Similarity Measurement in Multimodal Medical Images Registration
10.1109/TVT.2019.2959410,Task Offloading in Vehicular Edge Computing Networks: A Load-Balancing Solution
10.3390/e22020220,Magnetic Resonance Image Quality Assessment by Using Non-Maximum Suppression and Entropy Analysis
10.1016/j.amc.2020.125078,Budget-constrained inverse median facility location problem on tree networks
10.3390/s20041005,Detection of Early Signs of Diabetic Retinopathy Based on Textural and Morphological Information in Fundus Images.
10.22152/programming-journal.org/2020/4/11,"Bacatá: Notebooks for DSLs, Almost for Free"
10.22152/programming-journal.org/2020/4/14,Did JHotDraw respect the Law of Good Style? - An exploratory deep dive into the nature of false positives of bad code smells
10.1109/TVT.2019.2958976,Pilot Design for BEM-Based Channel Estimation in Doubly Selective Channel
10.1016/j.neuroimage.2020.116631,Within and between-person correlates of the temporal dynamics of resting EEG microstates
10.1016/j.jag.2020.102056,An enhanced spatiotemporal fusion method – Implications for coal fire monitoring using satellite imagery
10.22152/programming-journal.org/2020/4/8,Foundations of a live data exploration environment
10.1016/j.compedu.2020.103838,Difficulties with design: The challenges of teaching design in K-5 programming
10.1016/j.ijinfomgt.2020.102091,Fulfillment of higher-order psychological needs through technology: The case of smart thermostats
10.1016/j.adhoc.2020.102094,Mobile wireless sensor network lifetime maximization by using evolutionary computing methods
10.1007/978-3-030-41913-4_13,Comparison Between Stochastic Gradient Descent and VLE Metaheuristic for Optimizing Matrix Factorization
10.1016/j.neuroimage.2020.116612,Space-independent community and hub structure of functional brain networks
10.1016/j.amc.2020.125085,A convex single image dehazing model via sparse dark channel prior
10.3390/e22020209,"Rope Tension Fault Diagnosis in Hoisting Systems Based on Vibration Signals Using EEMD, Improved Permutation Entropy, and PSO-SVM"
10.22152/programming-journal.org/2020/4/7,Functional Programming in Pattern-Match-Oriented Programming Style
10.1016/j.ins.2020.02.012,The fast image encryption algorithm based on lifting scheme and chaos
10.1016/j.jnca.2020.102564,A high-performance framework for a network programmable packet processor using P4 and FPGA
10.1016/j.automatica.2020.108836,Stabilization of discrete-time switched positive linear systems via weak switched linear copositive Lyapunov function
10.1007/978-3-030-40186-3_14,Consensus from Signatures of Work
10.1007/s10915-020-01149-5,Well-Balanced High-Order Finite Volume Methods for Systems of Balance Laws
10.1016/j.comcom.2020.02.025,Correcting design flaws: An improved and cloud assisted key agreement scheme in cyber physical systems
10.3390/s20041047,Secure Communication in Cooperative SWIPT NOMA Systems with Non-Linear Energy Harvesting and Friendly Jamming
10.1007/s11280-019-00754-1,Cluster query: a new query pattern on temporal knowledge graph
10.1016/j.ijinfomgt.2020.102095,How online gamers’ participation fosters their team commitment: Perspective of social identity theory
10.1007/978-3-030-41913-4_15,Clustering a 2d Pareto Front: P-center Problems Are Solvable in Polynomial Time
10.3390/s20040969,Deep Learning in Physiological Signal Data: A Survey
10.3390/s20041080,UAV Mission Planning with SAR Application
10.1145/3377325.3377512,Leveraging Rationales to Improve Human Task Performance.
10.3390/s20041067,Received Signal Strength-Based Indoor Localization Using Hierarchical Classification
10.1016/j.dss.2020.113268,Social influence tactics in e-commerce onboarding: The role of social proof and reciprocity in affecting user registrations
10.1016/j.comnet.2020.107149,Impulse response analysis of an ultrasonic human body channel
10.1016/j.ins.2020.02.024,Cryptanalysis of a DNA-based image encryption scheme
10.1016/j.neuroimage.2020.116633,The emergence of dyslexia in the developing brain
10.22152/programming-journal.org/2020/4/16,Constructing Hybrid Incremental Compilers for Cross-Module Extensibility with an Internal Build System
10.1016/j.ins.2020.02.026,Sentiment strength detection with a context-dependent lexicon-based convolutional neural network
10.1016/j.comcom.2020.02.029,SDN-MCHO: Software Define network based Multi-criterion Hysteresis Optimization based for reliable device routing in Internet of Things for the smart surveillance application
10.1016/j.amc.2020.125069,Non-fragile observer-based H∞ finite-time sliding mode control
